transition,target,condition,gene,direction,recipe_rank,weight,lof_fraction,gof_fraction,neither_fraction,ensembl_id,OT_SM_bucket,OT_AB_bucket,OT_PR_bucket,OT_top_bucket,n_drugs,delivery_call,note
toward_Th2_Stim48hr,toward_Th2,Stim48hr,IRF1,knockdown,1,0.233904,0.2809,0.2607,0.4584,ENSG00000125347,,,UniProt Ubiquitination,degrader-only (PREDICTED),0,CRISPRi/degrader (no SM tractability; degrader PREDICTED only),Suppression needed; only PREDICTED ubiquitination handle (no real SM/AB) — genetic CRISPRi/shRNA is the dependable route.
toward_Th2_Stim48hr,toward_Th2,Stim48hr,TMSB15B,knockdown,2,0.180825,0.2809,0.2607,0.4584,ENSG00000158427,,,,undruggable (no handle),0,CRISPRi/shRNA (no SM tractability),Suppression needed; no OT tractability handle at all — CRISPRi/shRNA only.
toward_Th2_Stim48hr,toward_Th2,Stim48hr,GFI1,knockdown,3,0.165265,0.2809,0.2607,0.4584,ENSG00000162676,,,UniProt Ubiquitination,degrader-only (PREDICTED),0,CRISPRi/degrader (no SM tractability; degrader PREDICTED only),Suppression needed; only PREDICTED ubiquitination handle (no real SM/AB) — genetic CRISPRi/shRNA is the dependable route.
toward_Th2_Stim48hr,toward_Th2,Stim48hr,GBP5,knockdown,4,0.16247,0.2809,0.2607,0.4584,ENSG00000154451,Structure with Ligand,,Database Ubiquitination,SM-tractable (ligandable),0,CRISPRi or SM inhibitor (ligandable: Structure with Ligand),Suppression direction maps onto an existing pharmacological handle.
toward_Th2_Stim48hr,toward_Th2,Stim48hr,DNTTIP1,knockdown,5,0.161412,0.2809,0.2607,0.4584,ENSG00000101457,,,Database Ubiquitination,degrader-only (PREDICTED),0,CRISPRi/degrader (no SM tractability; degrader PREDICTED only),Suppression needed; only PREDICTED ubiquitination handle (no real SM/AB) — genetic CRISPRi/shRNA is the dependable route.
toward_Th2_Stim48hr,toward_Th2,Stim48hr,TAFAZZIN,knockdown,6,0.15767,0.2809,0.2607,0.4584,ENSG00000102125,,UniProt loc high conf,Database Ubiquitination,AB-tractable (surface),0,CRISPRi or antibody blockade (surface protein),Suppression direction maps onto an existing pharmacological handle.
toward_Th2_Stim48hr,toward_Th2,Stim48hr,SERPINB1,knockdown,7,0.151006,0.2809,0.2607,0.4584,ENSG00000021355,,UniProt loc high conf,Database Ubiquitination,AB-tractable (surface),0,CRISPRi or antibody blockade (surface protein),Suppression direction maps onto an existing pharmacological handle.
toward_Th2_Stim48hr,toward_Th2,Stim48hr,MAP3K10,knockdown,8,0.140853,0.2809,0.2607,0.4584,ENSG00000130758,Advanced Clinical,,Small Molecule Binder,clinical drug,1,CRISPRi (SM inhibitor available: 1 drugs),Suppression direction maps onto an existing pharmacological handle.
toward_Th2_Stim48hr,toward_Th2,Stim48hr,IRF9,knockdown,9,0.136477,0.2809,0.2607,0.4584,ENSG00000213928,,,UniProt Ubiquitination,degrader-only (PREDICTED),0,CRISPRi/degrader (no SM tractability; degrader PREDICTED only),Suppression needed; only PREDICTED ubiquitination handle (no real SM/AB) — genetic CRISPRi/shRNA is the dependable route.
toward_Th2_Stim48hr,toward_Th2,Stim48hr,ZNF213,knockdown,10,0.133437,0.2809,0.2607,0.4584,ENSG00000085644,,,,undruggable (no handle),0,CRISPRi/shRNA (no SM tractability),Suppression needed; no OT tractability handle at all — CRISPRi/shRNA only.
toward_Th2_Stim48hr,toward_Th2,Stim48hr,HELZ2,knockdown,11,0.126131,0.2809,0.2607,0.4584,ENSG00000130589,,,Database Ubiquitination,degrader-only (PREDICTED),0,CRISPRi/degrader (no SM tractability; degrader PREDICTED only),Suppression needed; only PREDICTED ubiquitination handle (no real SM/AB) — genetic CRISPRi/shRNA is the dependable route.
toward_Th2_Stim48hr,toward_Th2,Stim48hr,SEC23IP,knockdown,12,0.12553,0.2809,0.2607,0.4584,ENSG00000107651,,UniProt loc med conf,Database Ubiquitination,degrader-only (PREDICTED),0,CRISPRi/degrader (no SM tractability; degrader PREDICTED only),Suppression needed; only PREDICTED ubiquitination handle (no real SM/AB) — genetic CRISPRi/shRNA is the dependable route.
toward_Th2_Stim48hr,toward_Th2,Stim48hr,VKORC1,knockdown,13,0.124694,0.2809,0.2607,0.4584,ENSG00000167397,Approved Drug,UniProt SigP or TMHMM,Half-life Data,clinical drug,7,CRISPRi (SM inhibitor available: 7 drugs),Suppression direction maps onto an existing pharmacological handle.
toward_Th2_Stim48hr,toward_Th2,Stim48hr,SAMD8,knockdown,14,0.122956,0.2809,0.2607,0.4584,ENSG00000156671,Structure with Ligand,UniProt SigP or TMHMM,Database Ubiquitination,SM-tractable (ligandable),0,CRISPRi or SM inhibitor (ligandable: Structure with Ligand),Suppression direction maps onto an existing pharmacological handle.
toward_Th2_Stim48hr,toward_Th2,Stim48hr,CBFA2T2,knockdown,15,0.121273,0.2809,0.2607,0.4584,ENSG00000078699,,,UniProt Ubiquitination,degrader-only (PREDICTED),0,CRISPRi/degrader (no SM tractability; degrader PREDICTED only),Suppression needed; only PREDICTED ubiquitination handle (no real SM/AB) — genetic CRISPRi/shRNA is the dependable route.
toward_Th2_Stim48hr,toward_Th2,Stim48hr,FBXO32,activation,1,0.182504,0.2809,0.2607,0.4584,ENSG00000156804,,,Database Ubiquitination,degrader-only (PREDICTED),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_Th2_Stim48hr,toward_Th2,Stim48hr,AMPD3,activation,2,0.119457,0.2809,0.2607,0.4584,ENSG00000133805,Druggable Family,GO CC high conf,Database Ubiquitination,AB-tractable (surface),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_Th2_Stim48hr,toward_Th2,Stim48hr,ATG5,activation,3,0.119305,0.2809,0.2607,0.4584,ENSG00000057663,,UniProt loc med conf,UniProt Ubiquitination,degrader-only (PREDICTED),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_Th2_Stim48hr,toward_Th2,Stim48hr,ICOS,activation,4,0.119258,0.2809,0.2607,0.4584,ENSG00000163600,,Advanced Clinical,Small Molecule Binder,clinical drug,4,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_Th2_Stim48hr,toward_Th2,Stim48hr,YWHAQ,activation,5,0.118853,0.2809,0.2607,0.4584,ENSG00000134308,High-Quality Pocket,,UniProt Ubiquitination,SM-tractable (ligandable),0,CRISPRa or SM agonist (ligandable: High-Quality Pocket),"Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_Th2_Stim48hr,toward_Th2,Stim48hr,RNF139,activation,6,0.112796,0.2809,0.2607,0.4584,ENSG00000170881,,UniProt SigP or TMHMM,UniProt Ubiquitination,degrader-only (PREDICTED),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_Th2_Stim48hr,toward_Th2,Stim48hr,KIF5B,activation,7,0.111906,0.2809,0.2607,0.4584,ENSG00000170759,Approved Drug,UniProt loc high conf,UniProt Ubiquitination,clinical drug,2,CRISPRa or SM agonist (ligandable: Approved Drug),Activation direction; SM handle exists but agonism is rare — CRISPRa/ORF is the reliable route. GOF is a CRISPRa hypothesis from the sign-flip model.
toward_Th2_Stim48hr,toward_Th2,Stim48hr,LIMA1,activation,8,0.111264,0.2809,0.2607,0.4584,ENSG00000050405,,GO CC high conf,UniProt Ubiquitination,AB-tractable (surface),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_Th2_Stim48hr,toward_Th2,Stim48hr,SNX5,activation,9,0.109177,0.2809,0.2607,0.4584,ENSG00000089006,,UniProt loc high conf,Database Ubiquitination,AB-tractable (surface),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_Th2_Stim48hr,toward_Th2,Stim48hr,ZNF638,activation,10,0.109155,0.2809,0.2607,0.4584,ENSG00000075292,,,UniProt Ubiquitination,degrader-only (PREDICTED),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_Th2_Stim48hr,toward_Th2,Stim48hr,WASHC4,activation,11,0.108799,0.2809,0.2607,0.4584,ENSG00000136051,,,Database Ubiquitination,degrader-only (PREDICTED),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_Th2_Stim48hr,toward_Th2,Stim48hr,SPAG4,activation,12,0.107906,0.2809,0.2607,0.4584,ENSG00000061656,,UniProt SigP or TMHMM,Database Ubiquitination,degrader-only (PREDICTED),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_Th2_Stim48hr,toward_Th2,Stim48hr,NME6,activation,13,0.106973,0.2809,0.2607,0.4584,ENSG00000172113,,,,undruggable (no handle),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_Th2_Stim48hr,toward_Th2,Stim48hr,PRNP,activation,14,0.106783,0.2809,0.2607,0.4584,ENSG00000171867,Med-Quality Pocket,GO CC high conf,Database Ubiquitination,AB-tractable (surface),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_Th2_Stim48hr,toward_Th2,Stim48hr,PARD6B,activation,15,0.106568,0.2809,0.2607,0.4584,ENSG00000124171,,GO CC high conf,Database Ubiquitination,AB-tractable (surface),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_younger_Rest,toward_younger,Rest,COPS7B,knockdown,1,0.094986,0.3921,0.2179,0.39,ENSG00000144524,,,Database Ubiquitination,degrader-only (PREDICTED),0,CRISPRi/degrader (no SM tractability; degrader PREDICTED only),Suppression needed; only PREDICTED ubiquitination handle (no real SM/AB) — genetic CRISPRi/shRNA is the dependable route.
toward_younger_Rest,toward_younger,Rest,CCND3,knockdown,2,0.093829,0.3921,0.2179,0.39,ENSG00000112576,Structure with Ligand,,UniProt Ubiquitination,SM-tractable (ligandable),0,CRISPRi or SM inhibitor (ligandable: Structure with Ligand),Suppression direction maps onto an existing pharmacological handle.
toward_younger_Rest,toward_younger,Rest,SEPTIN7,knockdown,3,0.088233,0.3921,0.2179,0.39,ENSG00000122545,Structure with Ligand,,Database Ubiquitination,SM-tractable (ligandable),0,CRISPRi or SM inhibitor (ligandable: Structure with Ligand),Suppression direction maps onto an existing pharmacological handle.
toward_younger_Rest,toward_younger,Rest,CLINT1,knockdown,4,0.086313,0.3921,0.2179,0.39,ENSG00000113282,,UniProt loc med conf,Database Ubiquitination,degrader-only (PREDICTED),0,CRISPRi/degrader (no SM tractability; degrader PREDICTED only),Suppression needed; only PREDICTED ubiquitination handle (no real SM/AB) — genetic CRISPRi/shRNA is the dependable route.
toward_younger_Rest,toward_younger,Rest,HSPA1L,knockdown,5,0.086162,0.3921,0.2179,0.39,ENSG00000204390,Structure with Ligand,,Database Ubiquitination,SM-tractable (ligandable),0,CRISPRi or SM inhibitor (ligandable: Structure with Ligand),Suppression direction maps onto an existing pharmacological handle.
toward_younger_Rest,toward_younger,Rest,PBK,knockdown,6,0.084213,0.3921,0.2179,0.39,ENSG00000168078,High-Quality Ligand,,UniProt Ubiquitination,SM-tractable (ligandable),0,CRISPRi or SM inhibitor (ligandable: High-Quality Ligand),Suppression direction maps onto an existing pharmacological handle.
toward_younger_Rest,toward_younger,Rest,AGL,knockdown,7,0.082615,0.3921,0.2179,0.39,ENSG00000162688,,GO CC high conf,UniProt Ubiquitination,AB-tractable (surface),0,CRISPRi or antibody blockade (surface protein),Suppression direction maps onto an existing pharmacological handle.
toward_younger_Rest,toward_younger,Rest,UHRF2,knockdown,8,0.082482,0.3921,0.2179,0.39,ENSG00000147854,,,UniProt Ubiquitination,degrader-only (PREDICTED),0,CRISPRi/degrader (no SM tractability; degrader PREDICTED only),Suppression needed; only PREDICTED ubiquitination handle (no real SM/AB) — genetic CRISPRi/shRNA is the dependable route.
toward_younger_Rest,toward_younger,Rest,CREBRF,knockdown,9,0.081807,0.3921,0.2179,0.39,ENSG00000164463,,,,undruggable (no handle),0,CRISPRi/shRNA (no SM tractability),Suppression needed; no OT tractability handle at all — CRISPRi/shRNA only.
toward_younger_Rest,toward_younger,Rest,LMNB2,knockdown,10,0.081367,0.3921,0.2179,0.39,ENSG00000176619,,,UniProt Ubiquitination,degrader-only (PREDICTED),0,CRISPRi/degrader (no SM tractability; degrader PREDICTED only),Suppression needed; only PREDICTED ubiquitination handle (no real SM/AB) — genetic CRISPRi/shRNA is the dependable route.
toward_younger_Rest,toward_younger,Rest,FBXO32,knockdown,11,0.077407,0.3921,0.2179,0.39,ENSG00000156804,,,Database Ubiquitination,degrader-only (PREDICTED),0,CRISPRi/degrader (no SM tractability; degrader PREDICTED only),Suppression needed; only PREDICTED ubiquitination handle (no real SM/AB) — genetic CRISPRi/shRNA is the dependable route.
toward_younger_Rest,toward_younger,Rest,IL10RB,knockdown,12,0.071664,0.3921,0.2179,0.39,ENSG00000243646,,GO CC high conf,,AB-tractable (surface),3,CRISPRi or antibody blockade (surface; 3 drugs),Suppression direction maps onto an existing pharmacological handle.
toward_younger_Rest,toward_younger,Rest,CAMK1,knockdown,13,0.069525,0.3921,0.2179,0.39,ENSG00000134072,Structure with Ligand,,UniProt Ubiquitination,SM-tractable (ligandable),0,CRISPRi or SM inhibitor (ligandable: Structure with Ligand),Suppression direction maps onto an existing pharmacological handle.
toward_younger_Rest,toward_younger,Rest,CCDC150,knockdown,14,0.069307,0.3921,0.2179,0.39,ENSG00000144395,,,Database Ubiquitination,degrader-only (PREDICTED),0,CRISPRi/degrader (no SM tractability; degrader PREDICTED only),Suppression needed; only PREDICTED ubiquitination handle (no real SM/AB) — genetic CRISPRi/shRNA is the dependable route.
toward_younger_Rest,toward_younger,Rest,ECHS1,knockdown,15,0.068791,0.3921,0.2179,0.39,ENSG00000127884,Structure with Ligand,,Database Ubiquitination,SM-tractable (ligandable),0,CRISPRi or SM inhibitor (ligandable: Structure with Ligand),Suppression direction maps onto an existing pharmacological handle.
toward_younger_Rest,toward_younger,Rest,TYW5,activation,1,0.082954,0.3921,0.2179,0.39,ENSG00000162971,Structure with Ligand,,Database Ubiquitination,SM-tractable (ligandable),0,CRISPRa or SM agonist (ligandable: Structure with Ligand),"Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_younger_Rest,toward_younger,Rest,AGAP3,activation,2,0.080999,0.3921,0.2179,0.39,ENSG00000133612,,,Database Ubiquitination,degrader-only (PREDICTED),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_younger_Rest,toward_younger,Rest,ZNF544,activation,3,0.080787,0.3921,0.2179,0.39,ENSG00000198131,,,UniProt Ubiquitination,degrader-only (PREDICTED),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_younger_Rest,toward_younger,Rest,NAA80,activation,4,0.076763,0.3921,0.2179,0.39,ENSG00000243477,Structure with Ligand,,,SM-tractable (ligandable),0,CRISPRa or SM agonist (ligandable: Structure with Ligand),"Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_younger_Rest,toward_younger,Rest,PDE4B,activation,5,0.068996,0.3921,0.2179,0.39,ENSG00000184588,Approved Drug,UniProt loc high conf,Literature,clinical drug,28,CRISPRa or SM agonist (ligandable: Approved Drug),Activation direction; SM handle exists but agonism is rare — CRISPRa/ORF is the reliable route. GOF is a CRISPRa hypothesis from the sign-flip model.
toward_younger_Rest,toward_younger,Rest,PRPF38B,activation,6,0.067234,0.3921,0.2179,0.39,ENSG00000134186,,,Database Ubiquitination,degrader-only (PREDICTED),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_younger_Rest,toward_younger,Rest,ACACA,activation,7,0.065686,0.3921,0.2179,0.39,ENSG00000278540,Advanced Clinical,,Database Ubiquitination,clinical drug,4,CRISPRa or SM agonist (ligandable: Advanced Clinical),Activation direction; SM handle exists but agonism is rare — CRISPRa/ORF is the reliable route. GOF is a CRISPRa hypothesis from the sign-flip model.
toward_younger_Rest,toward_younger,Rest,SEC23IP,activation,8,0.064744,0.3921,0.2179,0.39,ENSG00000107651,,UniProt loc med conf,Database Ubiquitination,degrader-only (PREDICTED),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_younger_Rest,toward_younger,Rest,SAC3D1,activation,9,0.064554,0.3921,0.2179,0.39,ENSG00000168061,,,,undruggable (no handle),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_younger_Rest,toward_younger,Rest,STRADB,activation,10,0.064429,0.3921,0.2179,0.39,ENSG00000082146,,,,undruggable (no handle),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_younger_Rest,toward_younger,Rest,CDC14A,activation,11,0.0626,0.3921,0.2179,0.39,ENSG00000079335,,,Database Ubiquitination,degrader-only (PREDICTED),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_younger_Rest,toward_younger,Rest,UBE2D2,activation,12,0.062527,0.3921,0.2179,0.39,ENSG00000131508,,Human Protein Atlas loc,Database Ubiquitination,degrader-only (PREDICTED),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_younger_Rest,toward_younger,Rest,SLC7A6,activation,13,0.062356,0.3921,0.2179,0.39,ENSG00000103064,,UniProt loc high conf,Half-life Data,AB-tractable (surface),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_younger_Rest,toward_younger,Rest,MOSPD2,activation,14,0.061803,0.3921,0.2179,0.39,ENSG00000130150,,GO CC high conf,Database Ubiquitination,AB-tractable (surface),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_younger_Rest,toward_younger,Rest,BOLA1,activation,15,0.060115,0.3921,0.2179,0.39,ENSG00000178096,,,Database Ubiquitination,degrader-only (PREDICTED),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_younger_Stim8hr,toward_younger,Stim8hr,KLF3,knockdown,1,0.111535,0.3463,0.2279,0.4258,ENSG00000109787,,,UniProt Ubiquitination,degrader-only (PREDICTED),0,CRISPRi/degrader (no SM tractability; degrader PREDICTED only),Suppression needed; only PREDICTED ubiquitination handle (no real SM/AB) — genetic CRISPRi/shRNA is the dependable route.
toward_younger_Stim8hr,toward_younger,Stim8hr,VANGL1,knockdown,2,0.085749,0.3463,0.2279,0.4258,ENSG00000173218,Structure with Ligand,UniProt SigP or TMHMM,Database Ubiquitination,SM-tractable (ligandable),0,CRISPRi or SM inhibitor (ligandable: Structure with Ligand),Suppression direction maps onto an existing pharmacological handle.
toward_younger_Stim8hr,toward_younger,Stim8hr,CAMK1,knockdown,3,0.077,0.3463,0.2279,0.4258,ENSG00000134072,Structure with Ligand,,UniProt Ubiquitination,SM-tractable (ligandable),0,CRISPRi or SM inhibitor (ligandable: Structure with Ligand),Suppression direction maps onto an existing pharmacological handle.
toward_younger_Stim8hr,toward_younger,Stim8hr,JMJD4,knockdown,4,0.07394,0.3463,0.2279,0.4258,ENSG00000081692,,,Database Ubiquitination,degrader-only (PREDICTED),0,CRISPRi/degrader (no SM tractability; degrader PREDICTED only),Suppression needed; only PREDICTED ubiquitination handle (no real SM/AB) — genetic CRISPRi/shRNA is the dependable route.
toward_younger_Stim8hr,toward_younger,Stim8hr,VCPKMT,knockdown,5,0.07303,0.3463,0.2279,0.4258,ENSG00000100483,Structure with Ligand,,Database Ubiquitination,SM-tractable (ligandable),0,CRISPRi or SM inhibitor (ligandable: Structure with Ligand),Suppression direction maps onto an existing pharmacological handle.
toward_younger_Stim8hr,toward_younger,Stim8hr,PAN3,knockdown,6,0.072849,0.3463,0.2279,0.4258,ENSG00000152520,,,Database Ubiquitination,degrader-only (PREDICTED),0,CRISPRi/degrader (no SM tractability; degrader PREDICTED only),Suppression needed; only PREDICTED ubiquitination handle (no real SM/AB) — genetic CRISPRi/shRNA is the dependable route.
toward_younger_Stim8hr,toward_younger,Stim8hr,FBXO8,knockdown,7,0.070406,0.3463,0.2279,0.4258,ENSG00000164117,,,Database Ubiquitination,degrader-only (PREDICTED),0,CRISPRi/degrader (no SM tractability; degrader PREDICTED only),Suppression needed; only PREDICTED ubiquitination handle (no real SM/AB) — genetic CRISPRi/shRNA is the dependable route.
toward_younger_Stim8hr,toward_younger,Stim8hr,CWC27,knockdown,8,0.069705,0.3463,0.2279,0.4258,ENSG00000153015,Structure with Ligand,,Database Ubiquitination,SM-tractable (ligandable),0,CRISPRi or SM inhibitor (ligandable: Structure with Ligand),Suppression direction maps onto an existing pharmacological handle.
toward_younger_Stim8hr,toward_younger,Stim8hr,ZNF260,knockdown,9,0.069673,0.3463,0.2279,0.4258,ENSG00000254004,,,Database Ubiquitination,degrader-only (PREDICTED),0,CRISPRi/degrader (no SM tractability; degrader PREDICTED only),Suppression needed; only PREDICTED ubiquitination handle (no real SM/AB) — genetic CRISPRi/shRNA is the dependable route.
toward_younger_Stim8hr,toward_younger,Stim8hr,ZNF224,knockdown,10,0.067049,0.3463,0.2279,0.4258,ENSG00000267680,,,UniProt Ubiquitination,degrader-only (PREDICTED),0,CRISPRi/degrader (no SM tractability; degrader PREDICTED only),Suppression needed; only PREDICTED ubiquitination handle (no real SM/AB) — genetic CRISPRi/shRNA is the dependable route.
toward_younger_Stim8hr,toward_younger,Stim8hr,TTC13,knockdown,11,0.064106,0.3463,0.2279,0.4258,ENSG00000143643,,,Database Ubiquitination,degrader-only (PREDICTED),0,CRISPRi/degrader (no SM tractability; degrader PREDICTED only),Suppression needed; only PREDICTED ubiquitination handle (no real SM/AB) — genetic CRISPRi/shRNA is the dependable route.
toward_younger_Stim8hr,toward_younger,Stim8hr,IL16,knockdown,12,0.063581,0.3463,0.2279,0.4258,ENSG00000172349,,GO CC high conf,Database Ubiquitination,AB-tractable (surface),0,CRISPRi or antibody blockade (surface protein),Suppression direction maps onto an existing pharmacological handle.
toward_younger_Stim8hr,toward_younger,Stim8hr,ADPRH,knockdown,13,0.062835,0.3463,0.2279,0.4258,ENSG00000144843,Structure with Ligand,,Half-life Data,SM-tractable (ligandable),0,CRISPRi or SM inhibitor (ligandable: Structure with Ligand),Suppression direction maps onto an existing pharmacological handle.
toward_younger_Stim8hr,toward_younger,Stim8hr,STRIP1,knockdown,14,0.062521,0.3463,0.2279,0.4258,ENSG00000143093,,,Database Ubiquitination,degrader-only (PREDICTED),0,CRISPRi/degrader (no SM tractability; degrader PREDICTED only),Suppression needed; only PREDICTED ubiquitination handle (no real SM/AB) — genetic CRISPRi/shRNA is the dependable route.
toward_younger_Stim8hr,toward_younger,Stim8hr,FERMT3,knockdown,15,0.061416,0.3463,0.2279,0.4258,ENSG00000149781,,GO CC high conf,Database Ubiquitination,AB-tractable (surface),0,CRISPRi or antibody blockade (surface protein),Suppression direction maps onto an existing pharmacological handle.
toward_younger_Stim8hr,toward_younger,Stim8hr,C3orf38,activation,1,0.083856,0.3463,0.2279,0.4258,ENSG00000179021,,Human Protein Atlas loc,Database Ubiquitination,degrader-only (PREDICTED),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_younger_Stim8hr,toward_younger,Stim8hr,SNRNP40,activation,2,0.064254,0.3463,0.2279,0.4258,ENSG00000060688,Structure with Ligand,,UniProt Ubiquitination,SM-tractable (ligandable),0,CRISPRa or SM agonist (ligandable: Structure with Ligand),"Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
toward_younger_Stim8hr,toward_younger,Stim8hr,ABRAXAS1,activation,3,0.061813,0.3463,0.2279,0.4258,ENSG00000163322,,,Database Ubiquitination,degrader-only (PREDICTED),0,"CRISPRa or ORF overexpression (activation, not SM-druggable)","Activation not addressable by SM/AB tractability (those handles block/degrade, not induce); requires CRISPRa/ORF. GOF direction is a CRISPRa hypothesis from the sign-flip model, not a measured activation effect."
